sentence_id,paper_id,sentence_text,discovery_judge_suggested_code,paper-relevance,in_v3,in_v4,in_final,reviewer_id
S0399,P22,evaluate them from two aspects: Refusal to Answer Judgment; Awareness of False,Evaluation _ Evaluate Refusal Accuracy,include,,,,human reviewer 4
S0400,P22,evaluate the role-playing ability of RPAs across four dimensions,Evaluation _ Evaluate Role-Playing Performance,include,,,,human reviewer 4
S0401,P22,we utilize GPT-4o for data synthesis,Execution _ Generate Synthetic Queries,include,,,,human reviewer 4
S0402,P22,we employ two automated filtering methods,Execution _ Filter Training Data,include,,,,human reviewer 4
S0403,P22,we randomly sampled 100 examples from the RoleRef for manual verification,Execution _ Verify Data Quality,include,,,,human reviewer 4
S0404,P22,break down the given character description into multiple atomic pieces of knowledge,Reasoning _ Decompose Character into Atomic Knowledge,include,yes,yes,yes,human reviewer 4
S0405,P22,maintain its role-playing ability even when refusing to answer,Communication _ Maintain Role Consistency During Refusal,include,yes,yes,yes,human reviewer 4
S0406,P22,we devised two refusal scenarios involving conflicts with contextual knowledge,Planning _ Design Conflict Scenarios,include,,,,human reviewer 4
S0407,P22,we assessed model performance using three different state-of-the-art LLMs as evaluators,Evaluation _ Validate Cross-Model Generalization,include,,,,human reviewer 4
S0408,P22,"To understand why models perform differently, we conducted an in-depth analysis",Reflection _ Analyze Performance Gap,include,,,,human reviewer 4
S0409,P22,"Each role forms a separate cluster, indicating the model's ability to distinguish between different characters",Reasoning _ Encode Query in Representation Space,include,,,,human reviewer 4
S0410,P22,perform supervised fine-tuning on the model to teach it to refuse inappropriate requests,Execution _ Fine-Tune Model on Refusal Data,include,,,,human reviewer 4
S0411,P22,"we conducted evaluations using MT-Bench, focusing on both role-playing and conversational abilities",Evaluation _ Benchmark Against MT-Bench,include,,,,human reviewer 4
S0412,P22,"I want you to play as {role}, imitating {role}'s personality and values",Others _ Accept Role-Playing Persona,include,yes,yes,yes,human reviewer 4
S0413,P22,Evaluating whether the model recognizes potential errors in the query,Communication _ Acknowledge False Information,include,yes,yes,,human reviewer 4
S0414,P24,agents have gained the ability to make sequential decisions in complex MDPs,Execution _ Accept Environmental State,not include,,,,human reviewer 4
S0415,P24,Q function assigns a probability distribution over actions for each state s,Reasoning _ Estimate Q-value for All Actions,not include,,,,human reviewer 4
S0416,P24,"a^min = argmin_a Q_theta(s_t, a)",Execution _ Select Minimum-Value Action,not include,,,,human reviewer 4
S0417,P24,"pi(s, argmax_a Q(s,a)) = 1 - epsilon",Execution _ Select Maximum-Value Action,not include,,,,human reviewer 4
S0418,P24,"s^min_{t+1} ~ T(s_t, a^min)",Execution _ Execute Action in Environment,not include,,,,human reviewer 4
S0419,P24,"B <- (r(s_t, a^min), s_t, s^min_{t+1}, a^min)",Others _ Store Transition in Replay Buffer,not include,,,,human reviewer 4
S0420,P24,"Sample from replay buffer: <s_t, a_t, r(s_t, a_t), s_{t+1}> ~ B",Execution _ Sample Experiences from Replay Buffer,not include,,,,human reviewer 4
S0421,P24,"TD = r(s_t, a^min) + gamma max_a Q(s^min_{t+1}, a) - Q(s_t, a^min)",Reasoning _ Compute Temporal Difference Error,not include,,,,human reviewer 4
S0422,P24,Gradient step with nabla L(TD),Others _ Update Q-function via Gradient Descent,not include,,,,human reviewer 4
S0423,P24,state-action value function is initialized with random weights,Others _ Initialize Q-function with Random Weights,not include,,,,human reviewer 4
S0424,P24,compare the temporal difference obtained by CoAct TD Learning with canonical methods,Evaluation _ Compare Temporal Difference Across Methods,not include,,,,human reviewer 4
S0425,P24,HN = (Score_agent - Score_random) / (Score_human - Score_random),Evaluation _ Measure Human-Normalized Performance Score,not include,,,,human reviewer 4
S0426,P24,evaluate the reward obtained by the argmax policy using the current Q-function,Evaluation _ Evaluate Policy via Argmax Reward,not include,,,,human reviewer 4
S0427,P24,Q-function behaves as a random function rather than providing an accurate representation,Evaluation _ Assess Q-function Convergence Behavior,not include,,,,human reviewer 4
S0428,P24,"disadvantage gap D(s) = E[Q_theta(s,a) - Q_theta(s, a^min)]",Reasoning _ Analyze Disadvantage Gap,not include,,,,human reviewer 4
S0429,P24,Q-function is eta-uninformed if rewards are approximately uniform across actions,Reasoning _ Characterize Uninformed Q-function,not include,,,,human reviewer 4
S0430,P24,"once the Q-function is learnt the policy is determined via taking action a*(s) = argmax_a Q(s,a)",Execution _ Derive Optimal Policy from Q-values,not include,,,,human reviewer 4
S0431,P24,Normalized TD Gain = 1 + (TD_method - TD_epsilon-greedy) / |TD_epsilon-greedy|,Evaluation _ Compute Normalized Temporal Difference Gain,not include,,,,human reviewer 4
S0432,P24,"Sample kappa ~ U(0,1); if kappa < epsilon take counteractive action, else greedy",Execution _ Explore via Probabilistic Action Mixing,not include,,,,human reviewer 4
S0433,P24,"(Omega*Q)(s,a) = E_{s'~T(s,a)}[r(s,a) + gamma max_{a'} Q(s',a')]",Reasoning _ Apply Bellman Optimality Update,not include,,,,human reviewer 4
S0434,P24,CoAct TD Learning improves performance by 248% across the entire benchmark,Evaluation _ Verify Sample Efficiency via Empirical Benchmark,not include,,,,human reviewer 4
S0435,P24,"number of times N_t(s,a) that each action a has been taken in state s by step t",Others _ Count State-Action Visits for UCB,not include,,,,human reviewer 4
S0436,P24,sample complexity and experience collection remains an open challenging problem,Reflection _ Diagnose Exploration Failure in High-Dimensional MDPs,not include,,,,human reviewer 4
S0437,P24,conduct extensive experiments in the Arcade Learning Environment 100K benchmark,Communication _ Report Benchmark Performance Results,not include,,,,human reviewer 4
S0438,P26,visual observation at each timestep consists of an 86_155 pixel grayscale image,Execution _ Process Visual Input,not include,,,,human reviewer 2 (main reviewer)
S0439,P26,"running statistics maintained via exponential moving average, computing normalized observations",Execution _ Normalize Input Statistics,not include,,,,human reviewer 2 (main reviewer)
S0440,P26,"visual encoder consists of two convolutional layers with aggressive spatial downsampling, extracting low-level visual features such as edges and color gradients",Execution _ Extract Spatial Features,not include,,,,human reviewer 2 (main reviewer)
S0441,P26,gating mechanism learns to identify features that remain reliable under visual perturbations while suppressing noise-sensitive components,Execution _ Gate Feature Flow,not include,,,,human reviewer 2 (main reviewer)
S0442,P26,"action space comprises three continuous control dimensions: forward-backward velocity, lateral (strafing) velocity, and angular rotation rate",Execution _ Select Continuous Action,not include,,,,human reviewer 2 (main reviewer)
S0443,P26,fed to separate policy and value heads for action selection and value estimation,Reasoning _ Estimate State Value,not include,,,,human reviewer 2 (main reviewer)
S0444,P26,agent navigates from a randomized starting position toward a visually-cued target sphere,Execution _ Navigate Toward Target,not include,,,,human reviewer 2 (main reviewer)
S0445,P26,"requires identifying salient visual features (color, shape, relative position) rather than building complex object-part hierarchies",Reasoning _ Detect Task-Relevant Features,not include,,,,human reviewer 2 (main reviewer)
S0446,P26,"selective suppression of noise-sensitive features, improving robustness particularly under severe perturbations",Execution _ Suppress Noise-Sensitive Components,not include,,,,human reviewer 2 (main reviewer)
S0447,P26,GLU layers apply learned gating functions that determine how to weight and selectively filter features,Execution _ Route Features Adaptively,not include,,,,human reviewer 2 (main reviewer)
S0448,P26,"enables learning of multi-scale visual features from low-level edges to high-level semantic representations, mirroring the hierarchical organization of mammalian visual cortex",Execution _ Learn Hierarchical Visual Representations,not include,,,,human reviewer 2 (main reviewer)
S0449,P26,trained using Proximal Policy Optimization. PPO balances sample efficiency with training stability through its clipped surrogate objective,Execution _ Optimize Policy via RL,not include,,,,human reviewer 2 (main reviewer)
S0450,P26,achieving 95.4% final score with a lightweight two-layer CNN enhanced by GLU and observation normalization,Execution _ Generalize Across Visual Perturbations,not include,,,,human reviewer 2 (main reviewer)
S0451,P26,extract feature representations from their trained agents and submit these to an evaluation server that computes neural prediction metrics,Execution _ Predict Neural Activity Patterns,not include,,,,human reviewer 2 (main reviewer)
S0452,P26,"saving checkpoints every 20,000 steps. This systematic checkpoint analysis reveals that optimal performance emerges around 200,000 steps",Evaluation _ Evaluate Checkpoint Performance,not include,,,,human reviewer 2 (main reviewer)
S0453,P26,"systematically quantify the contribution of individual architectural components, we conduct comprehensive ablation studies",Evaluation _ Quantify Component Contributions,not include,,,,human reviewer 2 (main reviewer)
S0454,P26,"comprehensive experimental results for Track 1, comparing our lightweight architecture against several baseline approaches",Evaluation _ Compare Architecture Performance,not include,,,,human reviewer 2 (main reviewer)
S0455,P26,practitioners should evaluate multiple checkpoints from different training stages and select based on validation performance,Evaluation _ Select Optimal Training Checkpoint,not include,,,,human reviewer 2 (main reviewer)
S0456,P26,deep 24-layer ResNet exhibits a 30 percentage point gap _ indicating model memorizes training-specific visual patterns rather than learning generalizable features,Evaluation _ Detect Overfitting Patterns,not include,,,,human reviewer 2 (main reviewer)
S0457,P26,"employ a two-phase training strategy that first trains the convolutional backbone for 1,400,000 steps, then adds the GLU module and continues training for an additional 350,000 steps",Planning _ Plan Staged Training Strategy,not include,,,,human reviewer 2 (main reviewer)
S0458,P26,Documenting failed approaches provides valuable insights into common pitfalls. We systematically evaluated several sophisticated architectures and techniques that ultimately underperformed,Reflection _ Reflect On Failed Approaches,not include,,,,human reviewer 2 (main reviewer)
S0459,P26,LSTM models exhibited severe instability with episodic returns fluctuating wildly without convergence,Evaluation _ Identify Training Instability,not include,,,,human reviewer 2 (main reviewer)
S0460,P26,"task-appropriate inductive bias, where architectural constraints match problem structure, enables better generalization than flexible deep architectures",Planning _ Design Task-Appropriate Architecture,not include,,,,human reviewer 2 (main reviewer)
S0461,P26,"These failures prompted a fundamental reconsideration of our approach. Rather than continuing to scale architectural complexity, we investigated whether simpler designs could achieve superior robustness",Reflection _ Reconsider Design Strategy After Failure,not include,,,,human reviewer 2 (main reviewer)
S0462,P26,"residual connections facilitate gradient flow through the deep network, mirroring the organization of biological visual pathways",Execution _ Extract Hierarchical Cortical Representations,not include,,,,human reviewer 2 (main reviewer)
S0463,P26,representational similarity by comparing the geometry of agent and neural representational spaces using correlation of representational dissimilarity matrices,Evaluation _ Compute Representational Similarity,not include,,,,human reviewer 2 (main reviewer)
S0464,P27,A pool of k=4 role-conditioned GPT-4o agents are each given the full interview transcript as input,Execution _ Adopt Expert Persona,include,,yes,yes,human reviewer 2 (main reviewer)
S0465,P27,"If the transcript exceeds the model's input batch limit, it is divided into contiguous chunks",Execution _ Process Text Chunk,include,,,,human reviewer 2 (main reviewer)
S0466,P27,"Each agent then emits a set of initial codes C_r = {c_r,1, ..., c_r,nr}, where r denotes the specific identity of the agent",Execution _ Generate Initial Codes,include,,,,human reviewer 2 (main reviewer)
S0467,P27,The codes from all roles are merged and passed to a secondary set of agents that cluster semantically similar codes,Execution _ Aggregate Codes Across Agents,include,,,,human reviewer 2 (main reviewer)
S0468,P27,cluster semantically similar codes and generate preliminary themes,Reasoning _ Cluster Semantic Codes,include,yes,yes,yes,human reviewer 2 (main reviewer)
S0469,P27,"generate preliminary themes, each concise, often within 60 words",Execution _ Generate Preliminary Themes,include,,,,human reviewer 2 (main reviewer)
S0470,P27,others may retain role-specific perspectives to support diverse theme formulation,Execution _ Retain Role-Specific Perspective,include,yes,,yes,human reviewer 2 (main reviewer)
S0471,P27,"Evaluation Scores: Obtain s^(t) = (C, D, T) on the trustworthiness dimensions defined in Section 4",Evaluation _ Produce Quality Scores,include,yes,yes,yes,human reviewer 2 (main reviewer)
S0472,P27,we retrieve the associated segments using Quote IDs and task an evaluator agent with determining whether each theme is consistent,Execution _ Retrieve Supporting Quotes,include,,,,human reviewer 2 (main reviewer)
S0473,P27,task an evaluator agent with determining whether each theme is consistent with its supporting quotes _ identifies hallucination or bias,Evaluation _ Verify Theme-Quote Consistency,include,,yes,yes,human reviewer 2 (main reviewer)
S0474,P27,"Suggests specific edits to themes, such as ADD (adding), SPLIT (splitting), COMBINE (combining), or DELETE (deleting), each targeted to a particular theme",Planning _ Propose Theme Edits,include,,,,human reviewer 2 (main reviewer)
S0475,P27,"If RL is disabled, the proposals are applied heuristically: themes with C < 0.7 trigger ADD; D_L < 0.20 triggers COMBINE",Execution _ Apply Heuristic Edits,include,,,,human reviewer 2 (main reviewer)
S0476,P27,feedback from the feedback agent is used to iteratively refine and improve the generated themes,Reflection _ Refine Output Based on Feedback,include,,yes,yes,human reviewer 2 (main reviewer)
S0477,P27,The resulting refined theme set is re-scored until the L1 norm of score differences is below 0.05 or a maximum of three iterations,Evaluation _ Re-score Refined Output,include,,,,human reviewer 2 (main reviewer)
S0478,P27,Repeat Steps 3-4 until convergence or a maximum of t_max = 5 iterations,Evaluation _ Monitor Convergence,include,,,,human reviewer 2 (main reviewer)
S0479,P27,"The feedback agent is retained as a critic during training; its scores are concatenated to the reward model input, enabling reward shaping without additional human cost",Evaluation _ Act as Policy Critic,include,,,,human reviewer 2 (main reviewer)
S0480,P27,A reward model R_phi is updated via MSE loss on the rated batches,Execution _ Update Reward Model,include,,,,human reviewer 2 (main reviewer)
S0481,P27,The policy parameters theta of the Theme-Generation agent are optimized with Proximal Policy Optimisation (PPO),Execution _ Optimize Policy via PPO,include,,,,human reviewer 2 (main reviewer)
S0482,P27,"KL divergence term KL(pi_theta || pi_SFT) measures deviation from the base supervised fine-tuned model, which acts as a regularizer to prevent the policy from drifting too far",Reasoning _ Apply KL Divergence Constraint,include,,,,human reviewer 2 (main reviewer)
S0483,P27,We compute lexical overlap using bidirectional ROUGE scores (ROUGE-1 unigram and ROUGE-2 bigram),Evaluation _ Compute Lexical Overlap Score,include,,,,human reviewer 2 (main reviewer)
S0484,P27,"we calculate the cosine similarity between each pair (t_i, l_j) using embeddings from a sentence-level transformer model (all-mpnet-base-v2)",Evaluation _ Compute Semantic Similarity Score,include,,,,human reviewer 2 (main reviewer)
S0485,P27,Output Final theme set and its associated audit trail,Execution _ Generate Audit Trail,include,,,,human reviewer 2 (main reviewer)
S0486,P27,"Each theme is concise, often within 60 words",Communication _ Summarize Theme to Output,include,,,,human reviewer 2 (main reviewer)
S0487,P27,We also incorporate human-generated themes from Mery et al. (2023) as references to compute traditional metrics against LLM-generated themes,Evaluation _ Compare Against Human Baseline,include,,,,human reviewer 2 (main reviewer)
S0488,P27,enabling reward shaping without additional human cost,Execution _ Shape Reward via Critic Scores,include,,,,human reviewer 2 (main reviewer)
S0489,P27,"If no human feedback is supplied, Auto-TA degrades to the heuristic loop above",Execution _ Degrade to Heuristic Mode,include,,,,human reviewer 2 (main reviewer)
S0490,P28,analyzes the project's core functionalities and their interactions with UI elements by reading the source code,Execution _ Analyze Source Code,include,yes,yes,yes,human reviewer 2 (main reviewer)
S0491,P28,Extract contextual requirements using both source code and analysis summary,Execution _ Extract Requirements from Code,include,,,,human reviewer 2 (main reviewer)
S0492,P28,automatically generates candidate user-facing requirements based on this analysis,Planning _ Generate Requirements,include,yes,yes,yes,human reviewer 2 (main reviewer)
S0493,P28,"Human supervisors review the generated requirements to ensure accuracy, clarity, and functional consistency",Evaluation _ Verify Requirement Accuracy,include,,,,human reviewer 2 (main reviewer)
S0494,P28,analyzes both validated requirements and source code to produce relevant scenarios,Planning _ Generate Test Scenarios,include,,,,human reviewer 2 (main reviewer)
S0495,P28,"guided to cover a wide range of test cases, including both typical behaviors and unexpected or edge cases",Planning _ Design Test Coverage,include,,,,human reviewer 2 (main reviewer)
S0496,P28,generates initial Python implementations corresponding to the Gherkin-style test steps,Execution _ Generate Test Script,include,,,,human reviewer 2 (main reviewer)
S0497,P28,checks for missing or syntactically invalid step definitions,Evaluation _ Validate Step Definitions,include,,,,human reviewer 2 (main reviewer)
S0498,P28,Run behave --dry-run to validate step implementation,Execution _ Execute Dry-Run Verification,include,,,,human reviewer 2 (main reviewer)
S0499,P28,Modify step implementation based on error message,Reflection _ Self-Correct Step Implementation,include,yes,yes,yes,human reviewer 2 (main reviewer)
S0500,P28,executes the script to detect logical inconsistencies or failed assertions,Execution _ Execute Test Script,include,,,,human reviewer 2 (main reviewer)
S0501,P28,Modify test script based on failure log,Reflection _ Debug Test Logic,include,,yes,,human reviewer 2 (main reviewer)
S0502,P28,"annotate_interactive_components(file, strategy='add data-testid')",Execution _ Annotate UI Components,include,yes,yes,yes,human reviewer 2 (main reviewer)
S0503,P28,Agents share project context to ensure: Cross-file consistency; Non-conflicting test-ids,Reasoning _ Maintain Cross-File Consistency,include,yes,yes,yes,human reviewer 2 (main reviewer)
S0504,P28,"generate a project-level summary based on the validated requirements including description of overall application logic, key features",Reasoning _ Summarize Project Context,include,,,,human reviewer 2 (main reviewer)
S0505,P28,human supervisors validate and refine the user requirements automatically generated by the Requirement Extractor Agent,Evaluation _ Validate Generated Requirements,include,,,,human reviewer 2 (main reviewer)
S0506,P28,"Gold Checker evaluates each annotation on three binary criteria: equivalence, completeness, and correctness",Evaluation _ Score Annotation Quality,include,,yes,yes,human reviewer 2 (main reviewer)
S0507,P28,Refine requirement based on validated test cases to ensure alignment,Reflection _ Align Requirements to Tests,include,yes,yes,yes,human reviewer 2 (main reviewer)
S0508,P28,generates the full codebase via simply prompting LLM using user requirements without external scaffolding,Execution _ Generate Full Codebase,include,,,,human reviewer 2 (main reviewer)
S0509,P28,builds the complete codebase in a single reasoning pass while maintaining a modular development workflow,Planning _ Plan Modular Development,include,,,,human reviewer 2 (main reviewer)
S0510,P28,"assembling a team of three LLM roles _ analyst, coder, and tester _ responsible for analysis, coding, and testing",Planning _ Decompose Development Roles,include,yes,,yes,human reviewer 2 (main reviewer)
S0511,P28,Create JavaScript functionality handling empty display and consecutive operator clicks,Planning _ Decompose Task into Subproblems,include,yes,yes,yes,human reviewer 2 (main reviewer)
S0512,P28,explicitly addresses the edge case of consecutive operator inputs in both its subproblem breakdown and high-level plan,Planning _ Plan Edge Case Coverage,include,,,,human reviewer 2 (main reviewer)
S0513,P28,Recall three (03) relevant and distinct problems (different from the user task),Execution _ Retrieve Analogical Examples,include,yes,yes,yes,human reviewer 2 (main reviewer)
S0514,P28,"generates solutions based on analogies to unrelated projects, which resemble few-shot prompting",Reasoning _ Apply Analogical Reasoning,include,yes,yes,yes,human reviewer 2 (main reviewer)
S0515,P28,"Planning: HTML Structure, CSS Styling, JavaScript Functionality",Planning _ Plan Code Structure,include,yes,yes,yes,human reviewer 2 (main reviewer)
S0516,P28,"recalling examples, planning, code generation, and debugging",Execution _ Generate Code from Plan,include,,,,human reviewer 2 (main reviewer)
S0517,P28,"LLM-driven agents communicate via structured chat chains across design, coding, and testing phases",Communication _ Communicate via Structured Dialogue,include,yes,yes,,human reviewer 2 (main reviewer)
S0518,P28,"DemandAnalysis, LanguageChoice, Reflection, Coding, CodeReviewComment, CodeReviewModification, EnvironmentDoc, Manual, TestModification",Planning _ Structure Development Phases,include,,,,human reviewer 2 (main reviewer)
S0519,P28,encodes Standardized Operating Procedures (SOPs) into prompt sequences,Planning _ Encode Development Procedures,include,,,,human reviewer 2 (main reviewer)
S0520,P28,agents with domain expertise verify intermediate results and reduce errors,Evaluation _ Verify Intermediate Results,include,yes,yes,yes,human reviewer 2 (main reviewer)
S0521,P28,assigns diverse roles to multiple agents to efficiently decompose complex tasks,Planning _ Assign Agent Roles,include,yes,yes,yes,human reviewer 2 (main reviewer)
S0522,P28,"evaluate each project along four dimensions: Code Inconsistency, Requirement Missing, Requirement Misaligned, Detail Mismatch",Evaluation _ Assess Code Quality,include,,,,human reviewer 2 (main reviewer)
S0523,P28,annotators interact directly with the browser-based application to determine whether observable behavior aligns with the requirement,Evaluation _ Verify Behavioral Alignment,include,,,,human reviewer 2 (main reviewer)
S0524,P28,frameworks that restrict coder inputs to task-specific requirements and component analyses effectively reduce interference,Reasoning _ Filter Contextual Input,include,,,,human reviewer 2 (main reviewer)
S0525,P29,"selects effective HLS directive combination strategies and inserts directives within the specific structure (e.g., loops and arrays) of the generated HLS-C",Planning _ Select Directive Strategy,include,yes,yes,yes,human reviewer 2 (main reviewer)
S0526,P29,"HLSTuner formulates a detailed plan that specifies: (1) the combination of HLS directives with their types and factors, (2) the target code segments for optimization, and (3) the insertion actions",Planning _ Formulate Optimization Plan,include,,,,human reviewer 2 (main reviewer)
S0527,P29,This model formulates explicit modification instructions with detailed analysis,Planning _ Formulate Repair Instructions,include,yes,yes,yes,human reviewer 2 (main reviewer)
S0528,P29,LLM Group for multifaceted evaluation generates diverse debugging instructions,Planning _ Generate Candidate Repairs,include,yes,yes,yes,human reviewer 2 (main reviewer)
S0529,P29,enables QoR-aware reasoning to learn the impact of HLS directives on the quality of results (QoR),Reasoning _ Reason About Directive Impact,include,,,,human reviewer 2 (main reviewer)
S0530,P29,This CoT analyzes the QoR variations (changes in latency and resource usage),Reasoning _ Generate Optimization Chain-of-Thought,include,,,,human reviewer 2 (main reviewer)
S0531,P29,It identifies data dependencies to justify PIPELINE choices or balance memory bandwidth with ARRAY_PARTITION and evaluate hardware parallel processing architectures,Reasoning _ Identify Data Dependencies,include,,,,human reviewer 2 (main reviewer)
S0532,P29,The analysis LLM then examines the error causes and provides debugging instructions,Reasoning _ Diagnose Error Cause,include,,yes,yes,human reviewer 2 (main reviewer)
S0533,P29,"an analysis agent adopts a reasoning-to-instruction method, analyzing the HLS log to formulate error modification actions",Reasoning _ Apply Reasoning-to-Instruction,include,,yes,yes,human reviewer 2 (main reviewer)
S0534,P29,"the model generates a reasoning step explicitly linking the directive to its hardware impact: Applying UNROLL increases parallelism, which reduces total execution time",Reasoning _ Link Directive to Hardware Impact,include,,,,human reviewer 2 (main reviewer)
S0535,P29,LLM leverages retrieved HLS-related context to transform input C algorithms or natural language descriptions,Execution _ Retrieve Domain Context,include,yes,yes,yes,human reviewer 2 (main reviewer)
S0536,P29,the generated code is tested by the HLS tool. Upon detection of errors during C simulation and synthesis,Execution _ Execute Verification Test,include,,,,human reviewer 2 (main reviewer)
S0537,P29,we parse the compilation report and pair it with the erroneous code for a fine-tuned LLM,Execution _ Parse Error Report,include,,,,human reviewer 2 (main reviewer)
S0538,P29,we implement a parsing mechanism that distills the essential diagnostic information. By employing regular expression matching and keyword detection,Execution _ Distill Diagnostic Information,include,,,,human reviewer 2 (main reviewer)
S0539,P29,"Operating under strict instruction adherence, this agent adopts the instructions to implement debugging",Execution _ Execute Code Repair,include,yes,yes,yes,human reviewer 2 (main reviewer)
S0540,P29,the errors encountered at this stage are collected via a self-evolving framework,Execution _ Collect Novel Error Cases,include,,,,human reviewer 2 (main reviewer)
S0541,P29,"It then generates an error slice containing descriptions, examples, and analysis of a specific HLS error type",Execution _ Generate Error Slice,include,,,,human reviewer 2 (main reviewer)
S0542,P29,queries BugRAG to check for existing entries,Execution _ Query Error Repository,include,yes,yes,yes,human reviewer 2 (main reviewer)
S0543,P29,the inspection agent identifies a new error type and integrates the slice into the error repository with a new mnemonic identifier,Execution _ Expand Error Repository,include,yes,,yes,human reviewer 2 (main reviewer)
S0544,P29,LLM which generates buggy code by integrating retrieved error slices from BugRAG as context,Execution _ Generate Buggy Code Sample,include,yes,yes,yes,human reviewer 2 (main reviewer)
S0545,P29,an insertion agent executes this plan for HLS-C optimization,Execution _ Insert Directives into Code,include,yes,yes,yes,human reviewer 2 (main reviewer)
S0546,P29,"HLSTuner analyzes QoR to scale loop parallelism up or down. For example, if hardware utilization exceeds the budget, HLSTuner halves parallelism",Evaluation _ Analyze Quality-of-Results,include,yes,yes,yes,human reviewer 2 (main reviewer)
S0547,P29,HLSFixer retests the corrected HLS design against the golden results to ensure semantic equivalence with the original design intent,Evaluation _ Verify Corrected Design,include,,yes,yes,human reviewer 2 (main reviewer)
S0548,P29,"the scoring agent (functioning as the judge). Based on clarity, logical soundness, alignment with error messages, this agent selects the optimal suggestion",Evaluation _ Score Repair Candidates,include,,yes,yes,human reviewer 2 (main reviewer)
S0549,P29,an inspection agent examines the erroneous code and error messages parsed from the HLS tool test results,Evaluation _ Inspect Error Pattern,include,,yes,yes,human reviewer 2 (main reviewer)
S0550,P29,"The agent assesses the contextual applicability of potential bugs, reducing the probability that the LLM forcibly generates trivial results",Evaluation _ Assess Bug Applicability,include,,yes,yes,human reviewer 2 (main reviewer)
S0551,P29,"we prompt LLM to review the correct HLS-C code, pairing buggy code segments with corresponding error messages to construct debugging CoT",Evaluation _ Review Code Against Golden Standard,include,yes,yes,yes,human reviewer 2 (main reviewer)
S0552,P29,"The LLM compares the QoR before and after optimization. It observes that the latency decreases significantly, while the resource utilization increases",Evaluation _ Compare Pre-Post Optimization QoR,include,,,,human reviewer 2 (main reviewer)
S0553,P29,reflects on the code after assuming the fix to ensure the modification is reasonable,Reflection _ Reflect on Error Fix,include,,yes,yes,human reviewer 2 (main reviewer)
S0554,P29,HLSTuner activates an iterative refinement incorporating current directives and the resulting QoR,Reflection _ Refine Directive Strategy Iteratively,include,,yes,yes,human reviewer 2 (main reviewer)
S0555,P31,the agent aims to learn a policy to minimize a measure of uncertainty over f through interactions with M_f,Planning _ Formulate Exploration Objective,include,,,,human reviewer 5
S0556,P31,minimizing L is a principled objective to minimize the sample complexity in Definition 1,Planning _ Optimize Sampling Distribution,include,,,,human reviewer 5
S0557,P31,GAE computes the optimal abstract policy for the abstract MDP at each iteration,Planning _ Compute Optimal Abstract Policy,include,,,,human reviewer 5
S0558,P31,this problem can be solved by computing optimal sampling policies for abstract MDPs only,Planning _ Reduce Problem to Abstract MDP,include,,,,human reviewer 5
S0559,P31,we define the geometric estimation error as a function of abstract states,Reasoning _ Define Geometric Estimation Error,include,,,,human reviewer 5
S0560,P31,we introduce the following eta-smoothened objective to minimize sample complexity,Reasoning _ Formulate Convex Objective,include,,,,human reviewer 5
S0561,P31,"f(x) = f(L_g[x]) for all g in G, x in X...we call these a set of symmetries of f",Reasoning _ Identify MDP Symmetries,include,,,,human reviewer 5
S0562,P31,the empirical estimator aggregates across all states across which f is invariant,Reasoning _ Aggregate Invariant Observations,include,,,,human reviewer 5
S0563,P31,optimistic gradients satisfy state-action invariances induced by f,Reasoning _ Compute Optimistic Gradient,include,,,,human reviewer 5
S0564,P31,geometric compression term Phi := S-bar/S formally captures the benefit of abstraction,Reasoning _ Quantify Geometric Compression,include,,,,human reviewer 5
S0565,P31,we present an upper bound on the regret and the sample complexity achieved by GAE,Reasoning _ Bound Regret and Sample Complexity,include,,,,human reviewer 5
S0566,P31,GAE computes the abstract CMP given the homomorphism h and the original CMP (line 2),Execution _ Construct Abstract MDP,include,,,,human reviewer 5
S0567,P31,The empirical visitation frequency is initialized at the start of each iteration,Execution _ Initialize Visitation Frequency,include,,,,human reviewer 5
S0568,P31,"via value iteration, for the abstract MDP at each step of the FW scheme",Execution _ Solve MDP via Value Iteration,include,,,,human reviewer 5
S0569,P31,lifts the optimal abstract policy (line 7) to an optimal policy for the original MDP,Execution _ Lift Policy to Original MDP,include,,,,human reviewer 5
S0570,P31,Deploy policy in M_f for tau_k steps (line 8),Execution _ Deploy Policy in Environment,include,,,,human reviewer 5
S0571,P31,providing a noisy observation x ~ y(s) = f(s) + nu(s) at state s,Execution _ Collect Noisy Observation,include,,,,human reviewer 5
S0572,P31,update the abstract empirical mean of f by aggregating visitation-weighted estimates,Execution _ Update Empirical Mean Estimate,include,,,,human reviewer 5
S0573,P31,Aggregating across states within the same equivalence class (lines 8-9),Execution _ Aggregate State-Action Distribution,include,,,,human reviewer 5
S0574,P31,the empirical visitation frequency is updated to serve for the gradient estimation at the next iteration,Execution _ Update State-Action Frequency,include,,,,human reviewer 5
S0575,P31,GAE outputs the aggregated estimates of f,Execution _ Output Function Estimates,include,,,,human reviewer 5
S0576,P31,we perform a thorough experimental evaluation of GAE analysing its statistical and computational efficiency,Evaluation _ Evaluate Statistical Performance,include,,,,human reviewer 5
S0577,P31,we compare the data gathering performances of GAE with classic AE,Evaluation _ Compare Against Baseline AE,include,,,,human reviewer 5
S0578,P31,we observe a significant effect of different degrees of compression to the data efficiency,Evaluation _ Assess Compression Impact,include,,,,human reviewer 5
